study,Author,Year.publication,Journal,Title,Author.Affiliation,Country,Continent,Developed,Development,Latitude,Publisher,Study.type,In.seufert,In.Badgley,obs,Crop.species,Crop.type,Duration.of.study,Research.project,Study.site,Y_coord,X_coord,year_conv,year_org,Study.Comment,DataThief.used,Perennial,Legume,Comparability.of.system,Drought,Time.since.conversion,Conv.system.type,Org.system.type,Conv.yield.comparability,BMP,Multi.crop,Rotations,non.food.rotation,Org.fertilizer.type,Green.manure.org,Animal.manure.org,N.input,N.inputs.include.all.inputs,Org.N.input.kg.N.ha.1,Conv.N.input.kg.N.ha.1,Org.P.input.kg.P.ha.1,Conv.P.input.kg.P.ha.1,Irrigation,Tillage,GDD,Moisture,Soil.carbon,Soil.pH,Soil.pH.source,Yield.unit,Data.location.1,mean.conv,sd.conv,n.conv,mean.org,sd.org,n.organic,lnR,varlnR,conv_treatment,notes,organic_treatment,between_yr_var,mult_yrs,duplicate_trt_dat,in_original,P.input
study87,Ryan et al.,2009,Weed Research,Weed___crop competition relationships differ between organic and conventional cropping systems,The Rodale Intitute,United States,North America,yes,very high,temperate,journal,experimental,no,no,839,maize,cereals,long,"Rodale Institute, 1985-2007","Kutztown, Pennsylvania",40.52,-75.77,1994,1994,Legume to conventional,no,annual,non-legume,comparable,yes,NA,commercial,org stand,comparable,no,org multi-crop,more org,yes org,plant,yes,yes,similar,no,NA,NA,NA,NA,no,NA,high,high,high,neutral,dataset,kg/ha,from author,6645,956.7220077,8,8609,489,8,0.258943476,0.002994439,conv,conv to legume,legume,1,9,yes,no,NA
study87,Ryan et al.,2009,Weed Research,Weed___crop competition relationships differ between organic and conventional cropping systems,The Rodale Intitute,United States,North America,yes,very high,temperate,journal,experimental,no,no,840,maize,cereals,long,"Rodale Institute, 1985-2007","Kutztown, Pennsylvania",40.52,-75.77,1995,1995,Legume to conventional,no,annual,non-legume,comparable,yes,NA,commercial,org stand,comparable,no,org multi-crop,more org,yes org,plant,yes,yes,similar,no,NA,NA,NA,NA,no,NA,high,high,high,neutral,dataset,kg/ha,from author,6100,1318,8,7842,865,8,0.251205133,0.007356399,conv,conv to legume,legume,1,,no,no,NA
study87,Ryan et al.,2009,Weed Research,Weed___crop competition relationships differ between organic and conventional cropping systems,The Rodale Intitute,United States,North America,yes,very high,temperate,journal,experimental,no,no,841,maize,cereals,long,"Rodale Institute, 1985-2007","Kutztown, Pennsylvania",40.52,-75.77,1996,1996,Maure to conventional,no,annual,non-legume,comparable,yes,NA,commercial,org stand,comparable,no,org multi-crop,more org,yes org,animal,yes,yes,similar,no,NA,NA,NA,NA,no,NA,high,high,high,neutral,dataset,kg/ha,from author,7239,1341.271412,8,7325,1298,8,0.01181008,0.008216314,conv,conv to manure,manure,1,10,yes,no,NA
study87,Ryan et al.,2009,Weed Research,Weed___crop competition relationships differ between organic and conventional cropping systems,The Rodale Intitute,United States,North America,yes,very high,temperate,journal,experimental,no,no,842,maize,cereals,long,"Rodale Institute, 1985-2007","Kutztown, Pennsylvania",40.52,-75.77,1996,1996,Legume to conventional,no,annual,non-legume,comparable,yes,NA,commercial,org stand,comparable,no,org multi-crop,more org,yes org,plant,yes,yes,similar,no,NA,NA,NA,NA,no,NA,high,high,high,neutral,dataset,kg/ha,from author,7239,1341.271412,8,5786,969,8,-0.224041869,0.007797183,conv,conv to legume,legume,1,10,yes,no,NA
study87,Ryan et al.,2009,Weed Research,Weed___crop competition relationships differ between organic and conventional cropping systems,The Rodale Intitute,United States,North America,yes,very high,temperate,journal,experimental,no,no,843,maize,cereals,long,"Rodale Institute, 1985-2007","Kutztown, Pennsylvania",40.52,-75.77,1997,1997,Legume to conventional,no,annual,non-legume,comparable,yes,NA,commercial,org stand,comparable,no,org multi-crop,more org,yes org,plant,yes,yes,similar,no,NA,NA,NA,NA,no,NA,high,high,high,neutral,dataset,kg/ha,from author,4246.5,1665.120116,8,6809,2473,8,0.472150152,0.035708255,conv,conv to legume,legume,1,,no,no,NA
study87,Ryan et al.,2009,Weed Research,Weed___crop competition relationships differ between organic and conventional cropping systems,The Rodale Intitute,United States,North America,yes,very high,temperate,journal,experimental,no,no,844,maize,cereals,long,"Rodale Institute, 1985-2007","Kutztown, Pennsylvania",40.52,-75.77,1998,1998,Maure to conventional,no,annual,non-legume,comparable,yes,NA,commercial,org stand,comparable,no,org multi-crop,more org,yes org,animal,yes,yes,similar,no,NA,NA,NA,NA,no,NA,high,high,high,neutral,dataset,kg/ha,from author,5051.5,1089.317676,8,6710,1073,8,0.283913722,0.009009131,conv,conv to manure,manure,1,11,yes,no,NA
study87,Ryan et al.,2009,Weed Research,Weed___crop competition relationships differ between organic and conventional cropping systems,The Rodale Intitute,United States,North America,yes,very high,temperate,journal,experimental,no,no,845,maize,cereals,long,"Rodale Institute, 1985-2007","Kutztown, Pennsylvania",40.52,-75.77,1998,1998,Legume to conventional,no,annual,non-legume,comparable,yes,NA,commercial,org stand,comparable,no,org multi-crop,more org,yes org,plant,yes,yes,similar,no,NA,NA,NA,NA,no,NA,high,high,high,neutral,dataset,kg/ha,from author,5051.5,1089.317676,8,7130,888,8,0.344626006,0.007751613,conv,conv to legume,legume,1,11,yes,no,NA
study87,Ryan et al.,2009,Weed Research,Weed___crop competition relationships differ between organic and conventional cropping systems,The Rodale Intitute,United States,North America,yes,very high,temperate,journal,experimental,no,no,846,maize,cereals,long,"Rodale Institute, 1985-2007","Kutztown, Pennsylvania",40.52,-75.77,1999,1999,Maure to conventional,no,annual,non-legume,comparable,yes,NA,commercial,org stand,comparable,no,org multi-crop,more org,yes org,animal,yes,yes,similar,no,NA,NA,NA,NA,no,NA,high,high,high,neutral,dataset,kg/ha,from author,1101,637,8,1511,1019,8,0.316552826,0.098692041,conv,conv to manure,manure,1,12,yes,no,NA
study87,Ryan et al.,2009,Weed Research,Weed___crop competition relationships differ between organic and conventional cropping systems,The Rodale Intitute,United States,North America,yes,very high,temperate,journal,experimental,no,no,847,maize,cereals,long,"Rodale Institute, 1985-2007","Kutztown, Pennsylvania",40.52,-75.77,1999,1999,Legume to conventional,no,annual,non-legume,comparable,yes,NA,commercial,org stand,comparable,no,org multi-crop,more org,yes org,plant,yes,yes,similar,no,NA,NA,NA,NA,no,NA,high,high,high,neutral,dataset,kg/ha,from author,1101,637,8,421,319,8,-0.961341303,0.11360957,conv,conv to legume,legume,1,12,yes,no,NA
study87,Ryan et al.,2009,Weed Research,Weed___crop competition relationships differ between organic and conventional cropping systems,The Rodale Intitute,United States,North America,yes,very high,temperate,journal,experimental,no,no,848,maize,cereals,long,"Rodale Institute, 1985-2007","Kutztown, Pennsylvania",40.52,-75.77,2000,2000,Legume to conventional,no,annual,non-legume,comparable,yes,NA,commercial,org stand,comparable,no,org multi-crop,more org,yes org,plant,yes,yes,similar,no,NA,NA,NA,NA,no,NA,high,high,high,neutral,dataset,kg/ha,from author,6366,745.8216945,8,6008,830,8,-0.057879414,0.004101369,conv,conv to legume,legume,1,,no,no,NA
study87,Ryan et al.,2009,Weed Research,Weed___crop competition relationships differ between organic and conventional cropping systems,The Rodale Intitute,United States,North America,yes,very high,temperate,journal,experimental,no,no,849,maize,cereals,long,"Rodale Institute, 1985-2007","Kutztown, Pennsylvania",40.52,-75.77,2001,2001,Maure to conventional,no,annual,non-legume,comparable,yes,NA,commercial,org stand,comparable,no,org multi-crop,more org,yes org,plant,yes,yes,similar,no,NA,NA,NA,NA,no,NA,high,high,high,neutral,dataset,kg/ha,from author,7266.5,1225.612092,8,6025,881,8,-0.187357266,0.006228716,,conv to manure,manure,1,13,yes,no,NA
study87,Ryan et al.,2009,Weed Research,Weed___crop competition relationships differ between organic and conventional cropping systems,The Rodale Intitute,United States,North America,yes,very high,temperate,journal,experimental,no,no,850,maize,cereals,long,"Rodale Institute, 1985-2007","Kutztown, Pennsylvania",40.52,-75.77,2001,2001,Legume to conventional,no,annual,non-legume,comparable,yes,NA,commercial,org stand,comparable,no,org multi-crop,more org,yes org,plant,yes,yes,similar,no,NA,NA,NA,NA,no,NA,high,high,high,neutral,dataset,kg/ha,from author,7266.5,1225.612092,8,5614,1207,8,-0.258011267,0.00933406,,conv to legume,legume,1,13,yes,no,NA
study87,Ryan et al.,2009,Weed Research,Weed___crop competition relationships differ between organic and conventional cropping systems,The Rodale Intitute,United States,North America,yes,very high,temperate,journal,experimental,no,no,851,maize,cereals,long,"Rodale Institute, 1985-2007","Kutztown, Pennsylvania",40.52,-75.77,2004,2004,Maure to conventional,no,annual,non-legume,comparable,yes,NA,commercial,org stand,comparable,no,org multi-crop,more org,yes org,animal,yes,yes,similar,no,NA,NA,NA,NA,no,NA,high,high,high,neutral,dataset,kg/ha,from author,6844,785,8,7902,631,8,0.143743536,0.002441549,conv,conv to manure,manure,1,14,yes,no,NA
study87,Ryan et al.,2009,Weed Research,Weed___crop competition relationships differ between organic and conventional cropping systems,The Rodale Intitute,United States,North America,yes,very high,temperate,journal,experimental,no,no,852,maize,cereals,long,"Rodale Institute, 1985-2007","Kutztown, Pennsylvania",40.52,-75.77,2004,2004,Legume to conventional,no,annual,non-legume,comparable,yes,NA,commercial,org stand,comparable,no,org multi-crop,more org,yes org,plant,yes,yes,similar,no,NA,NA,NA,NA,no,NA,high,high,high,neutral,dataset,kg/ha,from author,6844,785,8,7565,1384,8,0.100159991,0.005828219,conv,conv to legume,legume,1,14,yes,no,NA
study87,Ryan et al.,2009,Weed Research,Weed___crop competition relationships differ between organic and conventional cropping systems,The Rodale Intitute,United States,North America,yes,very high,temperate,journal,experimental,no,no,853,maize,cereals,long,"Rodale Institute, 1985-2007","Kutztown, Pennsylvania",40.52,-75.77,2005,2005,Maure to conventional,no,annual,non-legume,comparable,yes,NA,commercial,org stand,comparable,no,org multi-crop,more org,yes org,animal,yes,yes,similar,no,NA,NA,NA,NA,no,NA,high,high,high,neutral,dataset,kg/ha,from author,5763,662,8,5515,613,8,-0.04398652,0.00319374,conv,conv to manure,manure,1,15,yes,no,NA
study87,Ryan et al.,2009,Weed Research,Weed___crop competition relationships differ between organic and conventional cropping systems,The Rodale Intitute,United States,North America,yes,very high,temperate,journal,experimental,no,no,854,maize,cereals,long,"Rodale Institute, 1985-2007","Kutztown, Pennsylvania",40.52,-75.77,2005,2005,Legume to conventional,no,annual,non-legume,comparable,yes,NA,commercial,org stand,comparable,no,org multi-crop,more org,yes org,plant,yes,yes,similar,no,NA,NA,NA,NA,no,NA,high,high,high,neutral,dataset,kg/ha,from author,5763,662,8,5284,887,8,-0.086774786,0.005171753,conv,conv to legume,legume,1,15,yes,no,NA
study87,Ryan et al.,2009,Weed Research,Weed___crop competition relationships differ between organic and conventional cropping systems,The Rodale Intitute,United States,North America,yes,very high,temperate,journal,experimental,no,no,855,maize,cereals,long,"Rodale Institute, 1985-2007","Kutztown, Pennsylvania",40.52,-75.77,2006,2006,Maure to conventional,no,annual,non-legume,comparable,yes,NA,commercial,org stand,comparable,no,org multi-crop,more org,yes org,animal,yes,yes,similar,no,NA,NA,NA,NA,no,NA,high,high,high,neutral,dataset,kg/ha,from author,7342,1788,8,7489,1855,8,0.019823992,0.015082582,conv,conv to manure,manure,1,16,yes,no,NA
study87,Ryan et al.,2009,Weed Research,Weed___crop competition relationships differ between organic and conventional cropping systems,The Rodale Intitute,United States,North America,yes,very high,temperate,journal,experimental,no,no,896,soybean,oil crops,long,"Rodale Institute, 1985-2007","Kutztown, Pennsylvania",40.52,-75.77,2006,2006,Legume to conventional,no,annual,non-legume,comparable,yes,NA,commercial,org stand,comparable,no,org multi-crop,more org,yes org,plant,yes,yes,similar,no,NA,NA,NA,NA,no,NA,high,high,high,neutral,dataset,kg/ha,from author,3630,134,8,2782,326,8,-0.266062555,0.001886785,conv,conv to legume,legume,1,32,yes,no,NA
study87,Ryan et al.,2009,Weed Research,Weed___crop competition relationships differ between organic and conventional cropping systems,The Rodale Intitute,United States,North America,yes,very high,temperate,journal,experimental,no,no,897,soybean,oil crops,long,"Rodale Institute, 1985-2007","Kutztown, Pennsylvania",40.52,-75.77,2007,2007,Maure to conventional,no,annual,non-legume,comparable,yes,NA,commercial,org stand,comparable,no,org multi-crop,more org,yes org,animal,yes,yes,similar,no,NA,NA,NA,NA,no,NA,high,high,high,neutral,dataset,kg/ha,from author,3093,341,8,2947,218,8,-0.04835379,0.002203364,conv,conv to manure,manure,1,33,yes,no,NA
study87,Ryan et al.,2009,Weed Research,Weed___crop competition relationships differ between organic and conventional cropping systems,The Rodale Intitute,United States,North America,yes,very high,temperate,journal,experimental,no,no,817,maize,cereals,long,"Rodale Institute, 1985-2007","Kutztown, Pennsylvania",40.52,-75.77,1981,1981,Maure to conventional,no,annual,non-legume,comparable,yes,NA,commercial,org stand,comparable,no,org multi-crop,more org,yes org,animal,yes,yes,similar,no,NA,NA,NA,NA,no,NA,high,high,high,neutral,dataset,kg/ha,from author,2076,812.9366519,8,1318,366,8,-0.454327529,0.028806852,conv,conv to manure,manure,1,1,yes,no,NA
study87,Ryan et al.,2009,Weed Research,Weed___crop competition relationships differ between organic and conventional cropping systems,The Rodale Intitute,United States,North America,yes,very high,temperate,journal,experimental,no,no,871,soybean,oil crops,long,"Rodale Institute, 1985-2007","Kutztown, Pennsylvania",40.52,-75.77,1990,1990,Legume to conventional,no,annual,non-legume,comparable,yes,NA,commercial,org stand,comparable,no,org multi-crop,more org,yes org,plant,yes,yes,similar,no,NA,NA,NA,NA,no,NA,high,high,high,neutral,dataset,kg/ha,from author,2716.5,407.5414089,8,1929,162,8,-0.342342553,0.003695025,conv,conv to legume,legume,1,22,yes,no,NA
study87,Ryan et al.,2009,Weed Research,Weed___crop competition relationships differ between organic and conventional cropping systems,The Rodale Intitute,United States,North America,yes,very high,temperate,journal,experimental,no,no,872,soybean,oil crops,long,"Rodale Institute, 1985-2007","Kutztown, Pennsylvania",40.52,-75.77,1991,1991,Legume to conventional,no,annual,non-legume,comparable,yes,NA,commercial,org stand,comparable,no,org multi-crop,more org,yes org,plant,yes,yes,similar,no,NA,NA,NA,NA,no,NA,high,high,high,neutral,dataset,kg/ha,from author,2937,310,8,2937,303,8,0,0.002723013,conv,conv to legume,legume,1,,no,no,NA
study87,Ryan et al.,2009,Weed Research,Weed___crop competition relationships differ between organic and conventional cropping systems,The Rodale Intitute,United States,North America,yes,very high,temperate,journal,experimental,no,no,873,soybean,oil crops,long,"Rodale Institute, 1985-2007","Kutztown, Pennsylvania",40.52,-75.77,1992,1992,Legume to conventional,no,annual,non-legume,comparable,yes,NA,commercial,org stand,comparable,no,org multi-crop,more org,yes org,plant,yes,yes,similar,no,NA,NA,NA,NA,no,NA,high,high,high,neutral,dataset,kg/ha,from author,2767,294,8,2714,253,8,-0.019340139,0.002497447,conv,conv to legume,legume,1,23,yes,no,NA
study87,Ryan et al.,2009,Weed Research,Weed___crop competition relationships differ between organic and conventional cropping systems,The Rodale Intitute,United States,North America,yes,very high,temperate,journal,experimental,no,no,821,maize,cereals,long,"Rodale Institute, 1985-2007","Kutztown, Pennsylvania",40.52,-75.77,1983,1983,Legume to conventional,no,annual,non-legume,comparable,yes,NA,commercial,org stand,comparable,no,org multi-crop,more org,yes org,plant,yes,yes,similar,no,NA,NA,NA,NA,no,NA,high,high,high,neutral,dataset,kg/ha,from author,5181.5,1430.800126,8,3888,589,8,-0.287199703,0.012400125,conv,conv to legume,legume,1,2,yes,no,NA
study87,Ryan et al.,2009,Weed Research,Weed___crop competition relationships differ between organic and conventional cropping systems,The Rodale Intitute,United States,North America,yes,very high,temperate,journal,experimental,no,no,822,maize,cereals,long,"Rodale Institute, 1985-2007","Kutztown, Pennsylvania",40.52,-75.77,1984,1984,Maure to conventional,no,annual,non-legume,comparable,yes,NA,commercial,org stand,comparable,no,org multi-crop,more org,yes org,animal,yes,yes,similar,no,NA,NA,NA,NA,no,NA,high,high,high,neutral,dataset,kg/ha,from author,8036,676.2322086,8,6684,1288,8,-0.184214836,0.005526772,conv,conv to manure,manure,1,3,yes,no,NA
study87,Ryan et al.,2009,Weed Research,Weed___crop competition relationships differ between organic and conventional cropping systems,The Rodale Intitute,United States,North America,yes,very high,temperate,journal,experimental,no,no,823,maize,cereals,long,"Rodale Institute, 1985-2007","Kutztown, Pennsylvania",40.52,-75.77,1984,1984,Legume to conventional,no,annual,non-legume,comparable,yes,NA,commercial,org stand,comparable,no,org multi-crop,more org,yes org,plant,yes,yes,similar,no,NA,NA,NA,NA,no,NA,high,high,high,neutral,dataset,kg/ha,from author,8036,676.2322086,8,5349.5,1613.632238,8,-0.406928348,0.012258624,conv,conv to legume,legume,1,3,yes,no,NA
study87,Ryan et al.,2009,Weed Research,Weed___crop competition relationships differ between organic and conventional cropping systems,The Rodale Intitute,United States,North America,yes,very high,temperate,journal,experimental,no,no,864,soybean,oil crops,long,"Rodale Institute, 1985-2007","Kutztown, Pennsylvania",40.52,-75.77,1985,1985,Legume to conventional,no,annual,non-legume,comparable,yes,NA,commercial,org stand,comparable,no,org multi-crop,more org,yes org,plant,yes,yes,similar,no,NA,NA,NA,NA,no,NA,high,high,high,neutral,dataset,kg/ha,from author,2991.5,203.0295545,8,3095,139,8,0.034012972,0.000827898,conv,conv to legume,legume,1,19,yes,no,NA
study87,Ryan et al.,2009,Weed Research,Weed___crop competition relationships differ between organic and conventional cropping systems,The Rodale Intitute,United States,North America,yes,very high,temperate,journal,experimental,no,no,865,soybean,oil crops,long,"Rodale Institute, 1985-2007","Kutztown, Pennsylvania",40.52,-75.77,1986,1986,Legume to conventional,no,annual,non-legume,comparable,yes,NA,commercial,org stand,comparable,no,org multi-crop,more org,yes org,plant,yes,yes,similar,no,NA,NA,NA,NA,no,NA,high,high,high,neutral,dataset,kg/ha,from author,2429,168,8,2780,187,8,0.134971278,0.001163554,conv,conv to legume,legume,1,,no,no,NA
